"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Sea_grass/Texture_Seagrass(level2)/healthy_seagrass2/healthy_seagrass2.healthy_seagrass2","0","24","24","1","0.000000","0","24"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","250","268","6","0.000000","0","268"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","242","252","6","0.000000","0","252"
"/InterchangeAssets/gltf/M_Default.M_Default","0","250","268","6","0.000000","0","268"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","123","1","0.000000","0","123"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","129","129","1","0.000000","0","129"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","31","31","1","0.000000","0","31"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","0.000000","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","92","98","1","0.000000","0","98"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","0","12","12","1","11.590656","0","12"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","0.000000","0","63"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","24","24","1","0.000000","0","24"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","15","16","1","0.000000","0","16"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","15","16","1","0.000000","0","16"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","98","108","6","0.000000","0","108"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","0.000000","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","27","1","0.000000","0","27"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","0.000000","0","6"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","84","84","2","0.000000","0","84"
"/ControlRig/M_Manip.M_Manip","0","10","11","1","0.000000","0","11"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","242","252","6","0.000000","0","252"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","10","11","1","0.000000","0","11"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","37","1","0.000000","0","37"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","0.000000","0","14"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","0.000000","0","25"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","0.000000","0","5"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","0.000000","0","12"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","0.000000","0","24"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","0.000000","0","12"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","60","63","1","0.000000","0","63"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","92","98","1","0.000000","0","98"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","60","63","1","0.000000","0","63"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","4","1","0.000000","0","4"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","0.000000","0","4"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","0.000000","0","5"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","0","5","5","1","2.400509","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","0.000000","0","5"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","0","15","15","1","11.992405","0","0"
"/Game/Submarine/standardSurface2.standardSurface2","0","12","12","1","14.846380","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","0.000000","0","29"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","24","1","0.000000","0","24"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","0.000000","0","54"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","0.000000","0","33"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","0.000000","0","33"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","10","11","1","0.000000","0","11"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","0","5","5","1","2.122010","0","5"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","0","16","18","1","19.681126","0","18"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1126","1153","1","75.729736","0","1153"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","0.000000","0","0"
"Globals","49","28","0","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","92","1","0.000000","0","92"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","49","7","7","1","2.766097","0","7"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","66","1","0.000000","0","66"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","65","70","6","0.000000","0","77"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","4","4","1","0.000000","0","4"
"/Landmass/Landscape/BlueprintBrushes/Materials/Sprite/M_BrushSprite_01.M_BrushSprite_01","49","19","21","1","42.636951","0","21"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","102","102","1","0.000000","0","102"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","7","7","1","0.000000","0","14"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","16","1","0.000000","0","16"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","49","597","639","3","2859.353027","0","639"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","49","15","16","1","17.843672","0","16"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","64","70","3","9.428521","0","70"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","14","14","2","0.000000","0","14"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldRadiusPreview.M_FieldRadiusPreview","49","22","22","1","0.000000","0","22"
"/Engine/VREditor/Devices/Vive/VivePreControllerMaterial.VivePreControllerMaterial","49","14","14","1","0.000000","0","14"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","38","38","1","0.000000","0","38"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/Lettuce_leaf_coral/h_llc_02v2.h_llc_02v2","49","14","14","1","12.700848","0","14"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/Lettuce_leaf_coral/h_llc_02.h_llc_02","49","14","14","1","0.000000","0","14"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/Lettuce_leaf_coral/h_llc_01.h_llc_01","49","14","14","1","0.000000","0","14"
"/Game/LANDSCAPE/Ocean/M_landscape_Ocean.M_landscape_Ocean","49","1049","1123","13","25.289848","0","1123"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/Elkhorn_coral/h_ec_02.h_ec_02","49","14","14","1","10.437573","0","14"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/Staghorn_coral/H_SC_01.H_SC_01","49","14","14","1","0.000000","0","14"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/pink_tipped_anemore/h_pta_01_pt.h_pta_01_pt","49","14","14","1","0.000000","0","14"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/pink_tipped_anemore/h_pta_01.h_pta_01","49","14","14","1","0.000000","0","14"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/mushroom_coral/h_mc_02.h_mc_02","49","14","14","1","0.000000","0","14"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","23","23","1","0.000000","0","23"
"/Game/Corals/TEXTURE_coral_level2/Coral_normal_/Staghorn_coral/H_SC_01V2.H_SC_01V2","49","14","14","1","12.546908","0","14"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","49","58","62","1","62.496170","0","62"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","0.000000","0","4"
"/Game/Submarine/Transparent_Window.Transparent_Window","49","23","23","1","50.266975","0","23"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","278","296","6","0.000000","0","296"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","270","280","6","0.000000","0","280"
"/ConcertSyncClient/M_Head_Body.M_Head_Body","49","60","64","1","53.356178","0","64"
"/InterchangeAssets/gltf/M_Default.M_Default","49","278","296","6","0.000000","0","296"
"/Game/Submarine/blinn11SG1.blinn11SG1","49","23","23","1","49.180901","0","23"
"/Game/Submarine/Painted_Blue.Painted_Blue","49","23","23","1","47.533062","0","23"
"/Game/Submarine/Silver.Silver","49","23","23","1","50.921795","0","23"
"/Game/Submarine/Moss.Moss","49","23","23","1","49.305042","0","23"
"/Game/Submarine/Metal_Yellow.Metal_Yellow","49","23","23","1","48.695786","0","23"
"/Game/Submarine/Painted_Red.Painted_Red","49","23","23","1","48.787888","0","23"
"/Game/Submarine/Stone6.Stone6","49","23","23","1","50.797455","0","23"
"/Game/Sea_grass/Texture_Seagrass(level2)/healthy_seagrass4/healthy_seagrass4.healthy_seagrass4","49","26","26","1","9.824609","0","26"
"/Game/Sea_grass/Texture_Seagrass(level2)/healthy_seagrass5/healthy_seagrass5.healthy_seagrass5","49","26","26","1","0.000000","0","26"
"/Game/Shark/standardSurface1.standardSurface1","49","26","26","1","0.000000","0","26"
"/Game/Submarine/Mud.Mud","49","23","23","1","47.295753","0","23"
"/Game/Sea_grass/Texture_Seagrass(level2)/healthy_seagrass1/healthy_seagrass1.healthy_seagrass1","49","38","38","1","11.601802","0","38"
"/Game/Sea_grass/Texture_Seagrass(level2)/healthy_seagrass2/healthy_seagrass2.healthy_seagrass2","49","26","26","1","0.000000","0","26"
"/Game/Submarine/Painted_Purple.Painted_Purple","49","23","23","1","47.829693","0","23"
"/Game/Submarine/Orange_Metal.Orange_Metal","49","23","23","1","47.773266","0","23"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","127","1","0.000000","0","127"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","129","129","1","0.000000","0","129"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","31","31","1","0.000000","0","31"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","100","106","1","0.000000","0","106"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","82","82","1","0.000000","0","82"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","26","26","1","0.000000","0","26"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","17","18","1","0.000000","0","18"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","17","18","1","0.000000","0","18"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","234","244","6","0.000000","0","244"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","4","1","0.000000","0","4"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","29","31","1","0.000000","0","31"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","0.000000","0","8"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","96","96","2","0.000000","0","96"
"/ControlRig/M_Manip.M_Manip","49","12","13","1","0.000000","0","13"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","270","280","6","0.000000","0","280"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","12","13","1","0.000000","0","13"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","7","7","1","0.000000","0","7"
"/Game/Submarine/Wood.Wood","49","23","23","1","51.847805","0","23"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","16","16","1","0.000000","0","16"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","0.000000","0","63"
"/Engine/VREditor/TransformGizmo/Main.Main","49","7","7","1","0.000000","0","7"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","75","75","1","0.000000","0","75"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","26","1","0.000000","0","26"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","16","1","0.000000","0","16"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","62","65","1","0.000000","0","65"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","100","106","1","0.000000","0","106"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","62","65","1","0.000000","0","65"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","6","6","1","0.000000","0","6"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","6","6","1","0.000000","0","6"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","7","7","1","0.000000","0","7"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","33","1","0.000000","0","33"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","0.000000","0","28"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","71","71","1","0.000000","0","71"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","50","1","0.000000","0","50"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","50","1","0.000000","0","50"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","12","13","1","0.000000","0","13"
"/Game/Submarine/Painted_Black.Painted_Black","49","23","23","1","46.159298","0","23"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","14","14","1","0.000000","0","14"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","49","5","5","1","2.106313","0","5"
"/MovieRenderPipeline/Materials/MoviePipeline_StencilCutout.MoviePipeline_StencilCutout","49","20","22","1","17.107422","0","22"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","2317","2344","1","0.000000","0","2344"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","49","5","5","1","1.278520","0","0"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","49","15","15","1","5.374954","0","0"
"/Game/Submarine/standardSurface2.standardSurface2","49","23","23","1","17.310331","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","0.000000","0","0"
